m64247_220907_203457.demux.M13_bc1004_F--M13_bc1066_R.bam,r22024_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1066_R.bam,r21090_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1066_R.bam,r12044_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1066_R.bam,rh2940_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1066_R.bam,r22014_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1066_R.bam,r21091_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1066_R.bam,r15032_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1068_R.bam,r21104_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1068_R.bam,r21112_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1068_R.bam,r16083_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1068_R.bam,r12069_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1068_R.bam,r22004_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1068_R.bam,r22002_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1068_R.bam,r04067_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1068_R.bam,rh2750_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1070_R.bam,r22015_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1070_R.bam,r12016_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1070_R.bam,r10012_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1070_R.bam,r05017_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1070_R.bam,r14018_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1070_R.bam,rh2813_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1070_R.bam,rh2784_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1070_R.bam,r09005_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1072_R.bam,r21110_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1072_R.bam,r22006_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1072_R.bam,r04070_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1072_R.bam,rh2522_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1072_R.bam,r22003_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1072_R.bam,r22008_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1072_R.bam,rh2738_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1072_R.bam,rh3012_DRB_4.4,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1052_R.bam,r97070_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1052_R.bam,rh1990_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1052_R.bam,r02072_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1054_R.bam,WK001_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1054_R.bam,WK002_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1054_R.bam,WK003_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1054_R.bam,WK004_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1054_R.bam,WK005_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1054_R.bam,WK006_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1054_R.bam,WK007_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1054_R.bam,WK008_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1056_R.bam,WK009_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1056_R.bam,WK010_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1056_R.bam,WK011_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1056_R.bam,WK012_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1056_R.bam,WK013_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1056_R.bam,WK014_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1056_R.bam,WK015_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1056_R.bam,WK016_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1058_R.bam,WK017_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1058_R.bam,WK018_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1058_R.bam,WK019_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1058_R.bam,WK020_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1058_R.bam,WK021_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1058_R.bam,rh2534_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1058_R.bam,r22001_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1058_R.bam,r14119_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1060_R.bam,r21087_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1060_R.bam,r21089_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1060_R.bam,r21103_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1060_R.bam,r21078_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1060_R.bam,r17046_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1060_R.bam,r17084_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1060_R.bam,r17095_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1060_R.bam,r18003_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1062_R.bam,rh2811_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1062_R.bam,rh2819_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1062_R.bam,rh2749_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1062_R.bam,r12083_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1062_R.bam,r17108_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1062_R.bam,r18039_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1062_R.bam,r21083_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1062_R.bam,r21098_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1064_R.bam,r14029_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1064_R.bam,rh2781_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1064_R.bam,r96121_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1064_R.bam,r02033_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1064_R.bam,r14111_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1064_R.bam,r13013_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1064_R.bam,r22023_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1064_R.bam,r03125_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1066_R.bam,r08025_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1066_R.bam,r22024_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1066_R.bam,r21090_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1066_R.bam,r12044_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1066_R.bam,rh2940_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1066_R.bam,r22014_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1066_R.bam,r21091_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1066_R.bam,r15032_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1068_R.bam,r21104_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1068_R.bam,r21112_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1068_R.bam,r16083_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1068_R.bam,r12069_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1068_R.bam,r22004_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1068_R.bam,r22002_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1068_R.bam,r04067_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1068_R.bam,rh2750_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1070_R.bam,r22015_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1070_R.bam,r12016_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1070_R.bam,r10012_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1070_R.bam,r05017_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1070_R.bam,r14018_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1070_R.bam,rh2813_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1070_R.bam,rh2784_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1070_R.bam,r09005_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1003_F--M13_bc1072_R.bam,r21110_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1005_F--M13_bc1072_R.bam,r22006_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1007_F--M13_bc1072_R.bam,r04070_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1009_F--M13_bc1072_R.bam,rh2522_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1011_F--M13_bc1072_R.bam,r22003_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1013_F--M13_bc1072_R.bam,r22008_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1015_F--M13_bc1072_R.bam,rh2738_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1017_F--M13_bc1072_R.bam,rh3012_DQA_2.2,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1053_R.bam,r97070_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1053_R.bam,rh1990_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1053_R.bam,r02072_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1055_R.bam,WK001_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1055_R.bam,WK002_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1055_R.bam,WK003_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1055_R.bam,WK004_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1055_R.bam,WK005_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1055_R.bam,WK006_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1055_R.bam,WK007_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1055_R.bam,WK008_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1057_R.bam,WK009_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1057_R.bam,WK010_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1057_R.bam,WK011_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1057_R.bam,WK012_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1057_R.bam,WK013_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1057_R.bam,WK014_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1057_R.bam,WK015_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1057_R.bam,WK016_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1059_R.bam,WK017_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1059_R.bam,WK018_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1059_R.bam,WK019_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1059_R.bam,WK020_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1059_R.bam,WK021_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1059_R.bam,rh2534_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1059_R.bam,r22001_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1059_R.bam,r14119_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1061_R.bam,r21087_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1061_R.bam,r21089_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1061_R.bam,r21103_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1061_R.bam,r21078_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1061_R.bam,r17046_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1061_R.bam,r17084_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1061_R.bam,r17095_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1061_R.bam,r18003_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1063_R.bam,rh2811_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1063_R.bam,rh2819_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1063_R.bam,rh2749_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1063_R.bam,r12083_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1063_R.bam,r17108_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1063_R.bam,r18039_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1014_F--M13_bc1063_R.bam,r21083_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1016_F--M13_bc1063_R.bam,r21098_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1002_F--M13_bc1065_R.bam,r14029_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1004_F--M13_bc1065_R.bam,rh2781_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1006_F--M13_bc1065_R.bam,r96121_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1008_F--M13_bc1065_R.bam,r02033_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1010_F--M13_bc1065_R.bam,r14111_DQB_5.0,mamu
m64247_220907_203457.demux.M13_bc1012_F--M13_bc1065_R.bam,r13013_DQB_5.0,mamu
